label,clean
0,quite decent quali lap pretty good let ’s achieve tomorrow p3 hopefully exciting race keeppushe bahrain gp
0,quali day sparkle unleashthelion lion face keeppushe bahrain gp
0,thank god romain fine ’s thing matter today
0,p11 p12 team today great weekend ’ll try turn thing race tomorrow oncoming fist
0,ve conferencia checo pérez vivo
0,happen today really perspective podium podium matter important thing day
0,buena posición pelear todo mañana aquí qualy importa mucho bahrain gp
0,podio nos fue perdemos ganamos equipo nuevo video mi canal
0,solid performance tonight matter romain walk away accident big thank everybody work hard make sure case week week debate halo end tonight camera flash
0,massive relief romain ok huge credit team fia f1 safety measure sport today fold hand
0,snuck lap today great job guy eye tomorrow right facing fistleft face fist
0,vamos
0,importante es romain está ok sobre carrera otra gran remontada p15 p5 primer stint blando ha sido clave muchos adelantamiento podríamo haber peleado p4 última parada limpia gran resultado equipo backhand index pointing right
0,important thing romain ok race great comeback p15 p5 stint soft key lot overtake ’ve clean stop battle p4 great team result backhand index pointing right carlossainz
0,hoy duele tenía buenas sensacione fallo técnico acabó viendo cómo ha ido luego sets nuevos q3 creo habríamos luchado p4 p5 duro daremos todo recuperarnos mañana backhand index pointing right
0,extremely painful feel confident technical issue look thing unfold new set q3 think fight p4 p5 tough ’ll recover tomorrow backhand index pointing right
1,sit hospital strength ’s amazing ’d like thank marshal medical team scene tend romain hesitation know ’re pick fall helpful
1,grateful romain safe wow risk joke forget life line sport love thankful fia massive stride romain walk away safely
1,98th pole secure flexed bicepsmedium dark skin tone
1,final race season fortunate pressure anymore mean foot gas tomorrow battle want way
0,glad fighter nice thing hope recover join soon getwellsoonromain f1
0,yesterday disappoint today ’m ready fight oncoming fist
0,important today rest really matter glad walk away car fold hand thank medical crew time matter
0,great qualifying manage team play tomorrow p7 face savour delicious foodfiredashe away eo31 bahrain gp
0,fact kid soon husband daddy home true miracle appreciate red heart fold handslight skin tone
0,shock friend team mate horrible crash today legend make car pin guardrail cover hope speedy recovery mate
0,set qualifying bahrain sparkler stokemballage
0,thank god walk away horrible crash fold handsmedium light skin tone scary watch happy finish p6 today feel important day wish good speedy recovery buddy
0,wish romain speedy recovery thought family tonight fold hand
0,tough break tonight red flag miscommunication cost shot know car quick play tomorrow oncoming fist
0,bahrain gp f2 essereferrari theonlywayisthrough thinktomorrow
0,quite turbulent race today p7 positive aspect lead look forward race weekend season essereferrari f2 bahrain gp
0,sprint race p7 lap gap 7s f2 bahrain gp
0,quite happy race recovery start p10 p4 provide decent point essereferrari f2 bahrain gp
0,post race thought right arrow nl6 wearewilliam
0,happy race today thing learn tyre strategy good main thing today romain okfolde handslight skin tone testament safety standard car driver equipment wish speedy recovery nl6 wearewilliam
0,post quali thought backhand index pointing right nl6 wearewilliam
0,happy outcome today analysis pace lacking feeling ok anyways tomorrow count ’m expect tricky race tire deg play massive nl6 wearewilliam
0,love ’s ’ve dream job risk joy happen today miracle technology soon big thank medical safety crew bahrain gp f1 fia
0,tutto ci amiamo quello abbiamo sempre sognato fare risultato nostro lavoro nostri sacrifici oggi stato miracolo tecnica progresso tecnologico forte abbraccio grande applauso agli addetti sicurezza
0,uestione centesimi face steam nose domani sar un'altra storia oncoming fistfire let ’s ready breathtake sunset year sparkle bahrain gp formula1 f1 ag99honeybee
0,finish fourth good today difficult weekend ’m happy score point keeppushe bahrain gp
0,lion face unleashthelion bahrain gp
0,difficult day way ’m happy start 5th need improve hopefully ’re competitive medium tyre race keeppushe bahrain gp
0,qualifying day flex bicep unleashthelion keeppushe bahrain gp
0,premier message see'etait bien try j'ai juste répété mon message fois
0,just day today proud team amazing car week end long come strong sure oncoming fist camera flash
0,poooooole position face blow kiss special day day remember tomorrow day point score let focus oncome fist
0,quali day oncoming fist
0,primer punto temporada tear atoró mis frenos eso comprometió mucho mi carrera tuve cambiar estrategia voy contento punto obtenido tenemos mucho trabajar auto tiene gran potencial bahrain gp race checo11
0,pretty close grimace face f1 bahrain gp
0,enjoy good battle robert oncoming fist race white heavy check mark f1 bahrain gp
0,race day let ’s fun tonight raise hand f1 bahrain gp
0,tough evening clearly work let f1 bahrain gp
0,quali day time ’ve oncoming fist f1 bahrain gp
0,info carlos sainz abandona gp baréin fallo técnico backhand index pointing right carlos sainz retire technical failure bahrain gp backhand index point right f1 carlo55ainz bahrain gp
0,disappoint great start strong pace good position overtake redbull hit puncture end retire car different reason happy car feel good congrat lando team point bahrain gp
0,muy decepcionado otra gran salida ritmo sólido han dejado posición adelantar redbull han golpeado pinchado luego tenido retirarme otro motivo estoy contento coche iba bien felicidades lando equipo esos puntos
0,info carlos sainz destaca séptimo puesto parrilla gp baréin backhand index pointing right carlos sainz leave mark p7 start grid bahrain gp backhand index point right f1 carlo55ainz bahrain gp
0,hemos sacado máximo coche ha faltado poquito ser p6 toda formas p7 es buena posición salida carrera felicidades todo equipo trabajo duro tiene recompensa quiero mis primeros puntos año hora pensar mañana bahrain gp
0,extract car just miss p6 p7 good starting position race congratulation team hard work pay want point let focus tomorrow bahrain gp
0,info carlos sainz noveno libre gp baréin backhand index pointing right carlos sainz ninth free practice bahrain gp backhand index point right f1 carlo55ainz bahrain gp
1,dna raise handsmedium dark skin tone drivenbyeachother
1,p1 trophyfolde handsmedium dark skin tone
1,today smile face open mouth cold sweat
1,dramatic day tough absolutely charle day future bright drive great team incredible ’ll forwards china flexed bicepsmedium dark skin tone
1,happy mother ’s day woman provide unconditional love warmth guidance entire life mum good raise child today red heart fold handsmedium dark skin tone camera
1,decent day office great work night team happy progress work head congrat charles pole tomorrow fun let ’s
1,helmet ’re fight qualifying day let ’s flexed bicepsmedium dark skin tone bahrain gp f1
0,line ’m rear tyre wide
0,yes sixth sixth really happy point team deserve factory tonne hard work car potential good coin kitty glass milk
0,actually rear right left line
0,alright evil monkeysmiling face
0,’ve half eye start happen bahrain good year open handsmedium light skin tone
0,saturday know qualifyingday bahrain gp
0,lot ’s thing analyze need lack pace today ’ll china flexed bicepsmedium light skin tone
0,great qualifying ok handmedium light skin tone need finish job tomorrow flexed bicepsmedium light skin tonefire
0,face tear joyface tears joyface tears joyface tears joyface tears joy
0,great job deserve point clap handslight skin toneclappe handslight skin tone thumb
0,time qualify raise fist mclaren
0,todos días son buenos hacer deporte vamo ello asicsspain winthelongrun
0,point know target feel confortable car moment work team unlock performance miss great team know focus china
0,leave positive weekend
0,interesting exciting race bring reverse grid pole tomorrow
0,police car lightsuper excite wheel fw42 time grinning face ’ll drive day test f1
0,feature race win white heavy check mark sprint race podium white heavy check mark great start season white heavy check mark read race report backhand index pointing fiaf2 f2
0,oncoming fisttrophygrinning face bahrain gp fiaf2 f2
0,great weekend double podium nichola start season trophybottle pop corktrophybottle pop corktrophybottle pop cork bahrain gp fiaf2 f2
0,chequer flagchequere flag chequer flag p3 nichola double podium weekend team congratulation trophybottle pop corktrophy bahrain gp fiaf2 f2
0,lap final lap nichola look like return podium p3 zhou second p4 bahrain gp fiaf2 f2
0,lap nichola catch ghiotto p2 pit stop strategy pay ghiotto nichola look cement podium place bahrain gp fiaf2 f2
0,lap ghiotto make way field fresher tyre p3 nichola catch dam bahrain gp fiaf2 f2
0,lap nichola look stay pit window narrow look tyre nichola bahrain gp fiaf2 f2
0,lap lap race leader ghiotto pit fresh tyre nichola p2 result bahrain gp fiaf2 f2
0,lap team make pit stop fresh tyre nichola conserve sit comfortably p3 teammate bahrain gp fiaf2 f2
0,lap ghiotto advantage clean air extend lead second nichola opt pit stop tyre play big bahrain gp fiaf2 f2
0,lap nichola look inside sette camara turn driver settle race gap form nichola second leader ghiotto bahrain gp fiaf2 f2
0,lap drs pit straight allow nichola pass schumacher inside p3 bahrain gp fiaf2 f2
0,lap nichola inside turn ghiotto p4 jostling position bahrain gp fiaf2 f2
0,light away stall grid rest corner nichola sit p3 p8 grid bahrain gp fiaf2 f2
0,lap km chequer flag hopefully emopos whilst nichola position steve guide today 's race let sprint racing bahrain gp f2 fiaf2
0,happy reward guy strong race lot hard work winter let ’s push oncoming fistlight skin tonebottle popping corktrophy
0,grimace faceperson shrugginglight skin tone male sign
0,start season emopos read race report today 's feature race bahrain backhand index pointing bahrain gp f2 fiaf2 dam
0,great start season double podium feature race win firetrophytrophybottle pop cork fiaf2 f2 bahrain gp
0,podium trophybottle pop corktrophybottle pop cork congratulation nichola win today look forward sprint race tomorrow nicholas p8 grid dams bahrain gp fiaf2 f2
0,trophychequere flagtrophychequered flagtrophy bahrain gp fiaf2 f2
0,nicholas bring home win season opener bahrain great drive nichola chequer flagtrophy bahrain gp fiaf2 f2
0,lap lap leave gap nicholas ghiotto seconds great drive far nichola flexed bicep bahrain gp fiaf2 f2
0,lap lead p1 overtake vrie nichola power field clean air oncoming fist bahrain gp f2 fiaf2
0,lap battle deletraz nichola continue corner matsushita p2 f2 fiaf2 bahrain gp
0,lap pit stop nicholas sit p4 second leader vrie nicholas fresher tyre f2 fiaf2 bahrain gp
0,lap nichola pit set soft tyre slight issue rear tyre rejoin p6 bahrain gp f2 fiaf2
0,lap gap second pit stop soon nichola advantage clean air bahrain gp fiaf2 f2
0,lap deletraz drs range chance nichola pull away tyre wear play field fiaf2 f2 bahrain gp
0,lap nichola use drs pit straight deletraz corner p1 f2 fiaf2 bahrainf2
0,lap nichola good pace second deletraz yellow flag gelael spin race bahrain gp f2 fiaf2
0,lap settle position nichola set early pace set fast lap f2 fiaf2 bahrain gp
0,corner nichola push p2 bahrain gp f2 fiaf2
0,whilst nichola race preparation grid steve twitter control buckle nearly race time f2 bahrain gp fiaf2
0,season start feature race lap chequer flag let fireflexed bicep bahrain gp f2 fiaf2
0,weekend stato semplice siamo stati messi dura prova ma team ha risposto nel migliore modi dopo prestazione cos si pu essere dispiaciuti punti sfiorati ma fiduciosi quelli arriveranno honeybee bahrain gp getcloser ag99
0,tough qualifying session tomorrow race day helmet lap fireoncoming fist turno qualifica tosto p16 partenza giri davanti dare meglio domani giorno gara abbassiamo visiera manteniamo giri massimo fireflexed bicep ag99 honeybee
1,yes boy happy win emopos tricky simply lovely performance sign horn imola gp
1,fullsend emopos unleashthelion imola gp
1,bit messy q3 lose turn p3 good starting position race play tomorrow look forward oncoming fist keeppushe imola gp
1,emopos unleashthelion keeppushe imola gp
0,close podium just lose red flag time
0,second bounce happy p4 bring race
0,te define es qué hace si forma cómo te levanta después caer volveremos fuerte nunca flex bicep chargeon
0,muy complicado hoy mí perdí detrás safety car penalizaron reinicio tal vez tenía mucha ala toqué húmedo perdí auto fue mi error tendré volver fuerte trabajar muy duro equipo lamento ellos hicieron gran trabajo
0,tenemos pretextos quedarnos despiertos toda carrera espero foto vamo
0,sooo close pole let ’s push hard tomorrow oncoming fist chargeon imola gp
0,esperaba estar aquí solo demuestra mucho hemos trabajado nuestra adaptación mañana es cuenta gran trabajo todo equipo muy contento progreso hemos logrado imola gp checoredbu11 chargeon
0,thought yesterday
0,thank message fine just disappointed end day unfortunate incident entitle defend position 330kph respect speed condition gutted team deserve today
0,just tenth away q3 close gutte miss great result team car q2 today eye tomorrow oncoming fist
0,p11 p5 primera vez agua ferrari arriesgado salida ganar puestos buscado límite muy buen ritmo también muy rápido seco estoy contento aún progreso buena dirección ambo coche puntos hoy backhand index pointing right
0,p11 p5 time wet tricky risk start place push limit good pace quick dry ’m happy improve right direction good double point team backhand index pointing right
0,resultado hoy es quería desde q1 sufrido juntar vuelta limpia final fuera q3 unas milésimas estoy contento hoy mañana elegimos goma así supuesto intentaremos atacar backhand index pointing right carlossainz
0,today ’s result want q1 struggle entire lap attempt miss q3 slight margin happy today free tyre choice tomorrow sure ’ll try bite backhand index pointing right
0,today incredibly tough glad george valterri able walk away ok huge congrat max awesome job lando great team podium
0,positive vibe onlyhigh voltage
0,mean
0,let gooooooo p3 race thank awesome job
0,new day
0,right misjudged time delete sorry eff deserve today
0,crazy race happy score point season smile face smile eye eo31
0,q3 great fun today face savour delicious food
0,lot action today different track condition start 15th finish 11th useful learning fast pit stop today tornadosmile face heart eye thank f1 alpine italy imola
0,race day let ’s make progress fun cross fingerscrosse fingerscrosse fingerscrosse finger vamooos f1 alpine italy
0,rollercoaster today happy finish 7th pretty fight til end wrong decision today wet tyre learn team positive weekend let ’s focus portimao
0,race day fold handsmedium light skin tone imola gp
0,5th qualifying italy treat grin face smile eye happy lap manage q3 car feel great pole great progress team excite tomorrow flexed bicepsmedium light skin tone
0,mega job boy raise hand
0,battle p7 time pizza
0,p10 wait tomorrow let ’s
0,eventful race change condition frustrating mistake right beginning good recover lose big thank team guy great onefolde handsmedium light skin tone msc47 haasf1
0,sunday comingeye msc47 haasf1 imola gp
0,massive apology team today amazing job weekend visibility extremely poor just car weekend ’re head right direction onwards portimao oncoming fistlight skin tone
0,race day collisiononcome fistlight skin tone nl6
0,q2 year extremely happy considering make qualifying issue post fp3 tomorrow count oncoming fistlight skin tone
0,gare cos lasciano amaro bocca va solo tornando pista pi presto good bad luck false step exploit game season just start ’ll treasure today ’s experience imola gp alfaromeorace ag99honeybee
0,ho parole ci metteremo tutto nostro impegno ci vorr tutto vostro supporto perché domani torni sorriso comment ’ll effort ’ll need support bring smile imola gp alfaromeorace ag99honeybee
0,big shame race end puncture good really enjoy unfortunately luck italy year imola gp
0,rocketenvelope unleashthelion lion face keeppushe imola gp
0,complain p3 grid thank boy quick fix flex bicep hopefully race just cool drive track victory hand keeppushe imola gp
0,quali day flex bicep plenty lion face unleashthelion keeppushe imola gp
0,strong result weekend end race tricky fun defend lap race turkey flexed bicep
0,7th today want make track smile face heart eye
0,tough day team podium bag sport team win lose great race ’ll come strong flexed bicep imola gp
0,día muy duro nuestro equipo teníamos podio bolsa así es nuestro deporte equipo perdemos ganamos juntos fue carrerón regresaremos fuertes flexed bicep imola gp
0,fue qualy esperaba diferencias fueron mínimas nos enfocamos mucho carrera espero nos traiga buen resultado mañana imola gp
0,yesterday suck feeling make determined push improve strong know message motivation thank incredible support mean lot oncoming fist
0,know say excuse ’m sorry guy
0,enjoy great work team make habit flexed bicep definitely need track like f1 bloody awesome ok hand
0,track grande imola red heart
0,bit rude face tear joy
0,high voltage sharp operation yesterday movie camera carlossainz
0,p7 punto carrera bien gestionada era muy difícil adelantar pasado buen susto esquivar albon tras resalida logrado salvarlo llevar coche meta final positivo equipo punto ambo coche adelante backhand index pointing right
0,p7 point execute race difficult overtake big moment avoid albon restart manage save bring car home positive double point finish team backhand index pointing right
0,quali difícil esperado tras unos libre positivos q1 nos ha comprometido montado juegos nuevos entonce ha dejado sólo uno q3 hemos sufrido previsto hay saber qué carrera es mañana backhand index pointing right
0,tricky qualy hope positive practice q1 bit compromise run set play catch leave set q3 struggle expect need race tomorrow backhand index pointing right
1,raise handsmedium dark skin tone
1,trophytrophytrophytrophytrophytrophytrophy
1,element align momentous day mercede just claim 7th constructor championship emopos factory graft away continue push innovate guy true unsung hero let ’s continue make history togetherfolde handsmedium dark skin tone
1,’m devastate hear sean pass away honour meet ’ve big fan long icon great forget rest heaven 007red heart fold handsmedium dark skin tone
0,’m wait tdf2021 entry confirmation
0,bad little surprise home big thank sort raise fist
0,yeah worry ’ll turn car save tell team
0,pack boy girl tough race need work thing turkey ’ll strong ciao
0,senday
0,ahhhhhh start ninth sound bad feel like ’re ahead ’s matter send sign horn
0,
0,
0,eye eye tomorrow ’s race eo31 imola gp
0,hurt sad retire run 5th position home race big opportunity miss today happy team awesome result
0,4th nice treat today jack lanternjack lanternjack lantern qualify happy lap imola 2nd row tomorrow let team
0,challenge lap spielberg fast flo collect race outfit stay tuned thinktomorrow
0,training stay comfortable wear theonlywayisthrough
0,new blog post thought follow today ’s race right arrow right arrow right arrow
0,strong race today close point p11 just miss little bit extra pace challenge car ahead positive weekend nl6 wearewilliam
0,despite vote treat decide pull prank team happen turn coffee run nl6 wearewilliam
0,head website thought today right arrow right arrow right arrow nl6 wearewilliam
0,vote guy choose play safe face tear joy vote treat smile face halo winner nl6 shirt grinning face smile eye nl6
0,mechanical issue practice cost quite lot run really reference qualy thing consider ’m quite pleased miss q2 tenth half eye tomorrow nl6 wearewilliam
0,trick treat jack lantern halloween decide guy trick treat thinking face nl6 vote backhand index point cs treat receive number vote follower choose random receive treat
0,vi ricordate mitica t33 io si ho tutto testa questo week end anche sul casco flexed bicep camera alfaromeoracing orlen ag99honeybee
0,thank support result expect work hard forward adaptation barcelona portuguese gp chargeon checoredbu11
0,muy orgullosos ti sea primero muchos másflexe biceps todo bro mexicanpower
0,weekend highs lows portuguese gp strong friday good qualifying session saturday unfortunately frustrating race sunday analyze race ’m sure come strong come home gp spain
0,gran premio altibajos portugal viernes fuerte buena sesión clasificación sábado desafortunadamente carrera frustrante domingo analizaremos carrera estoy seguro volveremos fuerte ganas gran premio casa
0,p6 qualify p7 race happy progress week end firegrinne face smile eye eo31
0,smile face heart eyessmile face heart eyessmile face heart eye
0,fun weekend portimao race point thank fast car hard work lot room improvement stop thereflexe bicep alpine f1 portimao
0,good podium good result emopos ’ll push improve oncoming fist portuguese gp
0,emopos head send lion face unleashthelion portuguese gp
0,challenging qualify ’m happy lap q3 flex bicep close p3 offer opportunity keeppushe portuguese gp
0,home p4 happy progress race wait race imola
0,ahhhhh probably roscoe hear radio morning
0,start 2nd row tomorrow extract maximum car try tomorrow race
0,nuevo video den click enlace verlo completo suscríbanse dejen comentarios clapping handsclappe handsclappe hand
0,qué increíble temporada carreras delante vamos seguir dándolo todo lograr objetivo flexed bicep nevergiveup f1
0,clapping handsclappe handsclappe hand gran año aún falta mejor orgulloso ti bro flex bicep mexicanpower
0,congrat bro rewrite f1 record book glad chance share podium win raise hand legend
0,después inicio tan difícil pudimos recuperar algunos puntos fue límite desde vuelta hasta final contento superar mi mejor racha f1 carrera seguidas puntos portuguese gp
0,gracias todos feliz haber podido darle buena carrera clapping handsclappe handsclappe hand poetuguese gp
0,todo está muy apretado adelante mañana nos espera gran batalla flex bicepsflexed bicep portuguese gp
0,huge congrat hit win insane big respect oncoming fist
0,good race far fight merit today really weekend thank fight flex bicep
0,thank mate tomorrow hopefully mirror wink face
0,really happy lap p14 just p11 massive great job proper team effort flex bicepsflexed bicep
0,p6 p5 p4 p3 p2 p1 movie camera carlossainz
0,tokyo drift
0,save tweet red heart
0,thank boss
0,adelantar liderar carrera agua ha sido emocionante pista seca ha sido duro gestionando graining ambo compuesto adelantar racing point última vuelta nos ha dado p6 final estoy contento carrera peleada imola backhand index pointing right
0,overtake lead start rain exciting track dry race tough graining compound pass racing point lap p6 happy fight race imola backhand index pointing right
0,p7 quali difícil teníamos preparar ruedas cuidado ante vueltas rápidas además ha levantado viento cual ha ayudado es mal resultado equipo ambo coche q3 pelearemos desde ahí vamos backhand index pointing right
